Instrument,Defaults,Levels,Tuning,Pitch,PitchEnv,Reverb,ModAttack,ModDecay,ModSustain,ModRelease,AmpAttack,AmpSustain,AmpDecay,AmpRelease,FilterType,FilterCutoff,FilterEnvAmount,FilterResonance
Oscar,0.555062472820282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Pad,0.4730937480926514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pagan,0.2599374949932098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Perco,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Petals,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PianoFrame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02093800716102123,1
Pick,0.9819843769073486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Piggy,0.9002812504768372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Plaintive,0.7019999623298645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Prayer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pulsar,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65625
Purist,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RawWave,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reveal,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rise,1,0,0,0,0.003000244032591581,0,0,0,0,0,0,0,0,0,0,0,0,1
Robowah,0.8635779023170471,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4609380066394806,1
Rosebud,0.8416093587875366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009874493815004826,1
Saphron & Mint,0.7954531311988831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Sevenths,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Short,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Silverlake,0,0,0,0.0006874780519865453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7962812781333923
SimpleDist,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SineSquare,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Singe,0.8635779023170471,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.4609380066394806,1
Small Doors,0.8635779023170471,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-0.4609380066394806,1
Smashing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4609380066394806,1
Spector,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Spooksss,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sternum,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65625
Straight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strides,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SubClunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008530743420124054,1
Swarsh,0,-0.1304062455892563,0,0,0,0,0,0,0.3853437602519989,0,0,0.4896875023841858,0,0,2,0.6152187585830688,0.6865312457084656,0.9380937218666077
Tail,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65625
Terraform,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65625
ThreeTone,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Transmute,0.2459062486886978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tromper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Tronic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tuning Fork,0.5246875286102295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
UnderWater,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Unicornu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4609380066394806,1
Up,0.3090468645095825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VintageWave,0.496874988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wave,0.6642656326293945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Willow Mallet,0.2599374949932098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wing,0.6475468873977661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65625
Woodsprite,0.7954531311988831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00884324312210083,1
Yellow Nylon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03075050748884678,1
Zap,0.3090468645095825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zeeth,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zipi,0.2599374949932098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
